waypoint class initialized
waypoint class initialized
next 6792.94 5226.35
pose 6792.01 5226.4
next 6792.94 5226.35
pose 6792.01 5226.4
next 6792.94 5226.35
pose 6792.01 5226.4
next 6792.94 5226.35
pose 6792.01 5226.4
next 6792.94 5226.35
pose 6792.01 5226.4
next 6792.94 5226.35
pose 6792.01 5226.4
next 6792.94 5226.35
pose 6792.01 5226.4
next 6792.94 5226.35
pose 6792.01 5226.4
next 6792.94 5226.35
pose 6792.01 5226.39
next 6792.94 5226.35
pose 6792.01 5226.39
next 6792.94 5226.35
pose 6792.01 5226.39
next 6792.94 5226.35
pose 6792.01 5226.39
next 6792.94 5226.34
pose 6792.01 5226.39
next 6792.94 5226.34
pose 6792.01 5226.39
next 6792.94 5226.34
pose 6792.01 5226.39
next 6792.94 5226.34
pose 6792.01 5226.39
next 6792.94 5226.34
pose 6792.01 5226.39
next 6792.94 5226.34
pose 6792.01 5226.39
next 6792.94 5226.34
pose 6792.02 5226.39
next 6792.94 5226.34
pose 6792.02 5226.39
next 6792.94 5226.34
pose 6792.02 5226.39
next 6792.94 5226.34
pose 6792.02 5226.39
next 6792.94 5226.34
pose 6792.02 5226.39
next 6792.94 5226.34
pose 6792.02 5226.39
next 6792.94 5226.34
pose 6792.02 5226.39
next 6792.94 5226.34
pose 6792.02 5226.39
next 6792.94 5226.34
pose 6792.02 5226.38
next 6792.94 5226.34
pose 6792.02 5226.38
next 6792.94 5226.34
pose 6792.02 5226.38
next 6792.94 5226.33
pose 6792.02 5226.38
next 6792.94 5226.33
pose 6792.02 5226.38
next 6792.94 5226.33
pose 6792.02 5226.38
next 6792.95 5226.33
pose 6792.02 5226.38
next 6792.95 5226.33
pose 6792.02 5226.38
next 6792.95 5226.33
pose 6792.02 5226.38
next 6792.95 5226.33
pose 6792.02 5226.38
next 6792.95 5226.33
pose 6792.02 5226.38
next 6792.95 5226.33
pose 6792.02 5226.38
next 6792.95 5226.33
pose 6792.02 5226.38
next 6792.95 5226.33
pose 6792.02 5226.38
next 6792.95 5226.33
pose 6792.02 5226.38
next 6792.95 5226.33
pose 6792.02 5226.38
next 6792.95 5226.33
pose 6792.02 5226.38
next 6792.95 5226.33
pose 6792.02 5226.38
next 6792.95 5226.33
pose 6792.02 5226.38
next 6792.95 5226.33
pose 6792.02 5226.37
next 6792.95 5226.33
pose 6792.02 5226.37
next 6792.95 5226.33
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.37
next 6792.95 5226.32
pose 6792.02 5226.36
next 6792.95 5226.32
pose 6792.02 5226.36
next 6792.95 5226.32
pose 6792.03 5226.36
next 6792.95 5226.31
pose 6792.03 5226.36
next 6792.95 5226.31
pose 6792.03 5226.36
next 6792.95 5226.31
pose 6792.03 5226.36
next 6792.95 5226.31
pose 6792.03 5226.36
next 6792.95 5226.31
pose 6792.03 5226.36
next 6792.95 5226.31
pose 6792.03 5226.36
next 6792.95 5226.31
pose 6792.03 5226.36
next 6792.95 5226.31
pose 6792.03 5226.36
next 6792.95 5226.31
pose 6792.03 5226.36
next 6792.95 5226.31
pose 6792.03 5226.36
next 6792.95 5226.31
pose 6792.03 5226.35
next 6792.96 5226.31
pose 6792.03 5226.35
next 6792.96 5226.31
pose 6792.03 5226.35
next 6792.96 5226.31
pose 6792.03 5226.35
next 6792.96 5226.31
pose 6792.03 5226.35
next 6792.96 5226.3
pose 6792.03 5226.35
next 6792.96 5226.3
pose 6792.03 5226.35
next 6792.96 5226.3
pose 6792.03 5226.35
next 6792.96 5226.3
pose 6792.03 5226.35
next 6792.96 5226.3
pose 6792.03 5226.35
next 6792.96 5226.3
pose 6792.03 5226.35
next 6792.96 5226.3
pose 6792.03 5226.35
next 6792.96 5226.3
pose 6792.03 5226.35
next 6792.96 5226.3
pose 6792.03 5226.35
next 6792.96 5226.3
pose 6792.03 5226.35
next 6792.96 5226.3
pose 6792.03 5226.35
next 6792.96 5226.3
pose 6792.03 5226.35
next 6792.96 5226.3
pose 6792.03 5226.35
next 6792.96 5226.3
pose 6792.03 5226.34
next 6792.96 5226.3
pose 6792.03 5226.34
next 6792.96 5226.3
pose 6792.03 5226.34
next 6792.96 5226.3
pose 6792.03 5226.34
next 6792.96 5226.3
pose 6792.03 5226.34
next 6792.96 5226.29
pose 6792.03 5226.34
next 6792.96 5226.29
pose 6792.03 5226.34
next 6792.96 5226.29
pose 6792.03 5226.34
next 6792.96 5226.29
pose 6792.03 5226.34
next 6792.96 5226.29
pose 6792.03 5226.34
next 6792.96 5226.29
pose 6792.03 5226.34
next 6792.96 5226.29
pose 6792.03 5226.34
next 6792.96 5226.29
pose 6792.03 5226.34
next 6792.96 5226.29
pose 6792.03 5226.34
next 6792.96 5226.29
pose 6792.03 5226.34
next 6792.96 5226.29
pose 6792.04 5226.34
next 6792.96 5226.29
pose 6792.04 5226.34
next 6792.96 5226.29
pose 6792.03 5226.34
next 6792.96 5226.29
pose 6792.04 5226.33
next 6792.96 5226.29
pose 6792.04 5226.33
next 6792.96 5226.29
pose 6792.04 5226.33
next 6792.96 5226.29
pose 6792.04 5226.33
next 6792.96 5226.28
pose 6792.04 5226.33
next 6792.96 5226.28
pose 6792.04 5226.33
next 6792.96 5226.28
pose 6792.04 5226.33
next 6792.96 5226.28
pose 6792.04 5226.33
next 6792.97 5226.28
pose 6792.04 5226.33
next 6792.97 5226.28
pose 6792.04 5226.33
next 6792.97 5226.28
pose 6792.04 5226.33
next 6792.97 5226.28
pose 6792.04 5226.33
next 6792.97 5226.28
pose 6792.04 5226.33
next 6792.97 5226.28
pose 6792.04 5226.33
next 6792.97 5226.28
pose 6792.04 5226.33
next 6792.97 5226.28
pose 6792.04 5226.33
next 6792.97 5226.28
pose 6792.04 5226.33
next 6792.97 5226.28
pose 6792.04 5226.33
next 6792.97 5226.28
pose 6792.04 5226.33
next 6792.97 5226.28
pose 6792.04 5226.33
next 6792.97 5226.28
pose 6792.04 5226.32
next 6792.97 5226.28
pose 6792.04 5226.32
next 6792.97 5226.28
pose 6792.04 5226.32
next 6792.97 5226.28
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.32
next 6792.97 5226.27
pose 6792.04 5226.31
next 6792.97 5226.27
pose 6792.04 5226.31
next 6792.97 5226.27
pose 6792.04 5226.31
next 6792.97 5226.27
pose 6792.04 5226.31
next 6792.97 5226.27
pose 6792.05 5226.31
next 6792.97 5226.26
pose 6792.05 5226.31
next 6792.97 5226.26
pose 6792.05 5226.31
next 6792.97 5226.26
pose 6792.05 5226.31
next 6792.97 5226.26
pose 6792.05 5226.31
next 6792.97 5226.26
pose 6792.05 5226.31
next 6792.97 5226.26
pose 6792.05 5226.31
next 6792.97 5226.26
pose 6792.05 5226.31
next 6792.97 5226.26
pose 6792.05 5226.31
next 6792.97 5226.26
pose 6792.05 5226.31
next 6792.97 5226.26
pose 6792.05 5226.31
next 6792.97 5226.26
pose 6792.05 5226.31
next 6792.97 5226.26
pose 6792.05 5226.31
next 6792.97 5226.26
pose 6792.05 5226.31
next 6792.97 5226.26
pose 6792.05 5226.31
next 6792.98 5226.26
pose 6792.05 5226.3
next 6792.98 5226.26
pose 6792.05 5226.3
next 6792.98 5226.26
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.3
next 6792.98 5226.25
pose 6792.05 5226.29
next 6792.98 5226.25
pose 6792.05 5226.29
next 6792.98 5226.25
pose 6792.05 5226.29
next 6792.98 5226.25
pose 6792.05 5226.29
next 6792.98 5226.24
pose 6792.05 5226.29
next 6792.98 5226.24
pose 6792.05 5226.29
next 6792.98 5226.24
pose 6792.05 5226.29
next 6792.98 5226.24
pose 6792.05 5226.29
next 6792.98 5226.24
pose 6792.05 5226.29
next 6792.98 5226.24
pose 6792.05 5226.29
next 6792.98 5226.24
pose 6792.05 5226.29
next 6792.98 5226.24
pose 6792.05 5226.29
next 6792.98 5226.24
pose 6792.05 5226.29
next 6792.98 5226.24
pose 6792.05 5226.29
next 6792.98 5226.24
pose 6792.05 5226.29
next 6792.98 5226.24
pose 6792.06 5226.29
next 6792.98 5226.24
pose 6792.06 5226.29
next 6792.98 5226.24
pose 6792.06 5226.29
next 6792.98 5226.24
pose 6792.06 5226.29
next 6792.98 5226.24
pose 6792.06 5226.28
next 6792.98 5226.24
pose 6792.06 5226.28
next 6792.98 5226.24
pose 6792.06 5226.28
next 6792.98 5226.24
pose 6792.06 5226.28
next 6792.99 5226.23
pose 6792.06 5226.28
next 6792.99 5226.23
pose 6792.06 5226.28
next 6792.99 5226.23
pose 6792.06 5226.28
next 6792.99 5226.23
pose 6792.06 5226.28
next 6792.99 5226.23
pose 6792.06 5226.28
next 6792.99 5226.23
pose 6792.06 5226.28
next 6792.99 5226.23
pose 6792.06 5226.28
next 6792.99 5226.23
pose 6792.06 5226.28
next 6792.99 5226.23
pose 6792.06 5226.28
next 6792.99 5226.23
pose 6792.06 5226.28
next 6792.99 5226.23
pose 6792.06 5226.28
next 6792.99 5226.23
pose 6792.06 5226.28
next 6792.99 5226.23
pose 6792.06 5226.28
next 6792.99 5226.23
pose 6792.06 5226.28
next 6792.99 5226.23
pose 6792.06 5226.28
next 6792.99 5226.23
pose 6792.06 5226.27
next 6792.99 5226.23
pose 6792.06 5226.27
next 6792.99 5226.23
pose 6792.06 5226.27
next 6792.99 5226.23
pose 6792.06 5226.27
next 6792.99 5226.22
pose 6792.06 5226.27
next 6792.99 5226.22
pose 6792.06 5226.27
next 6792.99 5226.22
pose 6792.06 5226.27
next 6792.99 5226.22
pose 6792.06 5226.27
next 6792.99 5226.22
pose 6792.06 5226.27
next 6792.99 5226.22
pose 6792.06 5226.27
next 6792.99 5226.22
pose 6792.06 5226.27
next 6792.99 5226.22
pose 6792.06 5226.27
next 6792.99 5226.22
pose 6792.06 5226.27
next 6792.99 5226.22
pose 6792.06 5226.27
next 6792.99 5226.22
